name,birthcity,countryName,birthyear,gender,occupation,industry,domain,TotalPageViews,StdDevPageViews,PageViewsEnglish,AverageViews
Doug Savant,Los Angeles,UNITED STATES,1964,Male,ACTOR,FILM AND THEATRE,ARTS,1848334,7182.206821,949772,54362.76471
Urby Emanuelson,Amsterdam,NETHERLANDS,1986,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1845636,31555.90377,711887,68356.88889
Jean Marais,Cherbourg-Octeville,France,1913,Male,ACTOR,FILM AND THEATRE,ARTS,1845162,9680.192883,374433,54269.47059
Tiago Mendes,Viana do Castelo,PORTUGAL,1981,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1844550,9070.753516,724325,61485
Akbar Hashemi Rafsanjani,Nough,Iran,1934,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1842830,26839.41085,809645,44947.07317
Jean-Bédel Bokassa,Bobangui,CENTRAL AFRICAN REPUBLIC,1921,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1841728,10705.42176,626669,35417.84615
Marguerite Yourcenar,Brussels,Belgium,1903,Female,WRITER,LANGUAGE,HUMANITIES,1840776,4772.304152,255107,36093.64706
Chris Smalling,Greenwich,UNITED KINGDOM,1989,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1839569,21904.5107,1300477,47168.4359
Oscar Peterson,Montreal,CANADA,1925,Male,MUSICIAN,MUSIC,ARTS,1837993,5047.547889,975899,47128.02564
Nick Griffin,Chipping Barnet,UNITED KINGDOM,1959,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1837854,39473.6277,1657776,57432.9375
Sebastián Abreu,Minas,URUGUAY,1976,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1837716,17632.68568,501428,68063.55556
Alvin Toffler,New York,UNITED STATES,1928,Male,WRITER,LANGUAGE,HUMANITIES,1835697,5433.485606,773573,61189.9
Jalal Talabani,Kelkan,Iraq,1933,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1834968,8778.279908,857727,38228.5
Elfriede Jelinek,Mürzzuschlag,AUSTRIA,1946,Female,WRITER,LANGUAGE,HUMANITIES,1834901,5161.703823,425974,28229.24615
Siniša Mihajlovi?,Vukovar,CROATIA,1969,Male,COACH,TEAM SPORTS,SPORTS,1833969,10620.94803,594205,63240.31034
José Paolo Guerrero,Lima,PERU,1984,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1832223,32362.02779,153283,67860.11111
Udo Jürgens,Klagenfurt,AUSTRIA,1934,Male,SINGER,MUSIC,ARTS,1831532,14361.70226,158913,70443.53846
Marcos Senna,São Paulo,Brazil,1976,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1829053,18541.231,745619,50807.02778
Gabriel Obertan,Pantin,FRANCE,1989,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1828922,30764.24527,1113635,67737.85185
Ali Daei,Ardabil,Iran,1969,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1827376,10261.21585,698485,60912.53333
Franco Zeffirelli,Florence,ITALY,1923,Male,FILM DIRECTOR,FILM AND THEATRE,ARTS,1826240,7048.680339,746357,49357.83784
Kenzo Tange,Osaka,Japan,1913,Male,ARCHITECT,DESIGN,ARTS,1825724,16434.89482,380287,43469.61905
Tim Henman,Oxford,UNITED KINGDOM,1974,Male,TENNIS PLAYER,INDIVIDUAL SPORTS,SPORTS,1825378,30898.0419,1375533,58883.16129
Roger Vadim,Paris,FRANCE,1928,Male,FILM DIRECTOR,FILM AND THEATRE,ARTS,1824830,8207.998231,762243,60827.66667
Gianluca Vialli,Cremona,ITALY,1964,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1823950,8076.393927,733048,58837.09677
Georgios Samaras,Heraklion,Greece,1985,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1822713,27925.89545,1136484,52077.51429
Margaret Mitchell,Atlanta,UNITED STATES,1900,Female,WRITER,LANGUAGE,HUMANITIES,1821555,6686.012332,1116165,37949.0625
Anders Fogh Rasmussen,Ginnerup,DENMARK,1953,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1820037,14462.47393,709995,30848.08475
John Hennigan,Los Angeles,United States,1979,Male,WRESTLER,INDIVIDUAL SPORTS,SPORTS,1816779,11226.96981,5830,64884.96429
Pat Nixon,Ely,United States,1912,Female,COMPANION,COMPANIONS,PUBLIC FIGURE,1816559,10886.29674,1432527,53428.20588
Thomas L. Friedman,St. Louis Park,UNITED STATES,1953,Male,WRITER,LANGUAGE,HUMANITIES,1812294,6046.052679,1411108,69703.61538
Jim Courier,Sanford,United States,1970,Male,TENNIS PLAYER,INDIVIDUAL SPORTS,SPORTS,1810902,18590.12906,1045785,51740.05714
Jason Lee,Los Angeles,UNITED STATES,1970,Male,ACTOR,FILM AND THEATRE,ARTS,1810679,12301.63591,203986,54869.06061
Nursultan Nazarbayev,Ushkonyr,KAZAKHSTAN,1940,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1809813,16827.18332,815014,28727.19048
Anna Magnani,Rome,ITALY,1908,Female,ACTOR,FILM AND THEATRE,ARTS,1808622,8758.265586,454353,45215.55
Dino De Laurentiis,Torre Annunziata,ITALY,1919,Male,PRODUCER,BUSINESS,BUSINESS & LAW,1807875,34847.90937,1068529,66958.33333
Tunku Abdul Rahman,Alor Setar,MALAYSIA,1903,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1806973,10204.02708,889863,64534.75
Antonio Nocerino,Naples,ITALY,1985,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1806275,29216.62246,605574,47533.55263
César Azpilicueta,Pamplona,SPAIN,1989,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1805669,34131.03888,922705,62264.44828
Anne Baxter,Michigan City,UNITED STATES,1923,Female,ACTOR,FILM AND THEATRE,ARTS,1803525,9418.798585,1200632,64411.60714
Cornelia Funke,Dorsten,Germany,1958,Female,WRITER,LANGUAGE,HUMANITIES,1803138,7722.119964,518917,69351.46154
Umberto II of Italy,Racconigi,ITALY,1904,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1803048,8100.582755,618305,43976.78049
Jimmie Johnson,San Diego,UNITED STATES,1975,Male,RACECAR DRIVER,INDIVIDUAL SPORTS,SPORTS,1803041,12996.34061,1615280,42929.54762
Tsutomu Yamaguchi,Nagasaki,Japan,1916,Male,ENGINEER,ENGINEERING,SCIENCE & TECHNOLOGY,1802874,43686.87041,1229938,62168.06897
Pablo Zabaleta,Buenos Aires,Argentina,1985,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1801785,14209.29846,951432,58122.09677
Gilberto Gil,Salvador,BRAZIL,1942,Male,MUSICIAN,MUSIC,ARTS,1799746,5884.28467,439342,56242.0625
Louise Bourgeois,Paris,France,1911,Female,SCULPTOR,FINE ARTS,ARTS,1798874,12223.24028,1051955,56214.8125
Bert van Marwijk,Deventer,NETHERLANDS,1952,Male,COACH,TEAM SPORTS,SPORTS,1798816,34457.79062,494679,62028.13793
Yohan Cabaye,Tourcoing,France,1986,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1797002,33869.71647,1053472,59900.06667
Emerson Fittipaldi,São Paulo,BRAZIL,1946,Male,RACECAR DRIVER,INDIVIDUAL SPORTS,SPORTS,1795935,9304.43331,619906,52821.61765
Lee Hsien Loong,Singapore,Singapore,1952,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1795898,12926.72242,1213879,41765.06977
Wolfgang Pauli,Vienna,AUSTRIA,1900,Male,PHYSICIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,1793268,5863.906929,739317,28464.57143
Krzysztof Penderecki,D?bica,POLAND,1933,Male,COMPOSER,MUSIC,ARTS,1792207,7991.759667,572254,57813.12903
Philip Johnson,Cleveland,UNITED STATES,1906,Male,ARCHITECT,DESIGN,ARTS,1789549,4648.464853,973303,40671.56818
Steven Pinker,Montreal,Canada,1954,Male,PSYCHOLOGIST,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,1789222,7472.280417,1250028,61697.31034
Cathy Freeman,Slade Point,AUSTRALIA,1973,Female,ATHLETE,INDIVIDUAL SPORTS,SPORTS,1787346,15171.91221,1234215,57656.32258
Dirk Bogarde,West Hampstead,United Kingdom,1921,Male,ACTOR,FILM AND THEATRE,ARTS,1787336,8219.304273,1170090,68743.69231
Olof Mellberg,Gullspång,SWEDEN,1977,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1786985,27961.6684,826629,47025.92105
Jean Alesi,Avignon,France,1964,Male,RACECAR DRIVER,INDIVIDUAL SPORTS,SPORTS,1785660,7693.380208,443634,63773.57143
Maria Kaczy?ska,Machów,Belarus,1942,Female,POLITICIAN,GOVERNMENT,INSTITUTIONS,1785380,125923.8251,263698,51010.85714
Susan Hayward,New York,UNITED STATES,1917,Female,ACTOR,FILM AND THEATRE,ARTS,1783579,7653.787585,1305852,61502.72414
Alberto Moravia,Rome,ITALY,1907,Male,WRITER,LANGUAGE,HUMANITIES,1782953,5644.70083,278461,33640.62264
Andy Cole,Nottingham,UNITED KINGDOM,1971,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1780819,9308.008317,1171370,52377.02941
Michael Wittmann,Bavaria,GERMANY,1914,Male,MILITARY PERSONNEL,MILITARY,INSTITUTIONS,1780126,5807.727183,883243,57423.41935
Luis González,Buenos Aires,ARGENTINA,1981,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1779221,14253.06878,624638,59307.36667
Habib Bourguiba,Monastir,TUNISIA,1903,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1774988,24748.24029,386212,40340.63636
Paul Kagame,Ruhango,Uganda,1957,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1774601,10934.55548,1070489,36216.34694
Gabriel Agbonlahor,Birmingham,UNITED KINGDOM,1986,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1772974,7130.564085,1153472,53726.48485
Rafael Caldera,San Felipe,Venezuela,1916,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1772313,19593.26507,241729,68165.88462
Stan Getz,Philadelphia,United States,1927,Male,MUSICIAN,MUSIC,ARTS,1772182,2675.789828,921691,53702.48485
Terence Tao,Adelaide,AUSTRALIA,1975,Male,MATHEMATICIAN,MATH,SCIENCE & TECHNOLOGY,1771584,12826.14352,1024485,61089.10345
Gaizka Mendieta,Bilbao,SPAIN,1974,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1768679,6357.985791,665700,63167.10714
Annie Girardot,Paris,FRANCE,1931,Female,ACTOR,FILM AND THEATRE,ARTS,1768645,46013.9781,199270,50532.71429
James Callaghan,Portsmouth,UNITED KINGDOM,1912,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1766429,11694.18193,1197076,33328.84906
Philippe Noiret,Lille,FRANCE,1930,Male,ACTOR,FILM AND THEATRE,ARTS,1766149,7544.148319,237155,41073.23256
Bettino Craxi,Milan,ITALY,1934,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1764921,15018.06598,301272,45254.38462
Cesare Prandelli,Orzinuovi,ITALY,1957,Male,COACH,TEAM SPORTS,SPORTS,1764293,42465.32359,504292,53463.42424
Paula Fernandes,Sete Lagoas,BRAZIL,1984,Female,SINGER,MUSIC,ARTS,1763528,26173.50685,160583,33914
Tomasz Kuszczak,Krosno Odrza?skie,POLAND,1982,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1762026,8961.720995,825161,39156.13333
Guy Debord,Paris,FRANCE,1931,Male,PHILOSOPHER,PHILOSOPHY,HUMANITIES,1761684,7635.217104,721945,67757.07692
Stephen Appiah,Achimota,GHANA,1980,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1761388,11316.92837,739616,58712.93333
Svetlana Kuznetsova,Saint Petersburg,Russia,1985,Female,TENNIS PLAYER,INDIVIDUAL SPORTS,SPORTS,1760665,23105.29255,1018283,46333.28947
Alejandro Amenábar,Santiago,CHILE,1972,Male,FILM DIRECTOR,FILM AND THEATRE,ARTS,1760279,7241.576633,414473,58675.96667
Philip Zimbardo,New York,UNITED STATES,1933,Male,PSYCHOLOGIST,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,1760086,8631.217877,1050418,62860.21429
Michael of Romania,Sinaia,ROMANIA,1921,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1759974,13720.18479,542989,51763.94118
Dominic Howard,Stockport,UNITED KINGDOM,1977,Male,MUSICIAN,MUSIC,ARTS,1759934,7657.076616,985159,60687.37931
Victoria Abril,Madrid,SPAIN,1959,Female,ACTOR,FILM AND THEATRE,ARTS,1759492,11366.22803,414018,54984.125
Oliver Riedel,Schwerin,Germany,1971,Male,MUSICIAN,MUSIC,ARTS,1757988,6893.845107,621504,67614.92308
Joschka Fischer,Gerabronn,Germany,1948,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1757601,6866.419354,261010,50217.17143
Yann Martel,Salamanca,SPAIN,1963,Male,WRITER,LANGUAGE,HUMANITIES,1757351,34307.28864,1295779,56688.74194
Joan Capdevila,Tàrrega,SPAIN,1978,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1756460,17737.02205,690554,43911.5
Tom Stoppard,Zlín,CZECH REPUBLIC,1937,Male,WRITER,LANGUAGE,HUMANITIES,1756149,5347.59472,1406403,60556.86207
Turgut Özal,Malatya,TURKEY,1927,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1754844,11563.03327,244577,39882.81818
João Gilberto,Juazeiro,BRAZIL,1931,Male,MUSICIAN,MUSIC,ARTS,1751827,4162.453718,630746,62565.25
Ali Abdullah Saleh,North Yemen,Yemen,1942,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1750425,25380.49801,828168,33662.01923
Cesare Pavese,Santo Stefano Belbo,ITALY,1908,Male,WRITER,LANGUAGE,HUMANITIES,1749623,7048.89286,259965,49989.22857
Anatoly Karpov,Zlatoust,Russia,1951,Male,CHESSMASTER,INDIVIDUAL SPORTS,SPORTS,1749016,8687.220016,769221,31800.29091
Isaac Cuenca,Reus,SPAIN,1991,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1748006,37938.80331,760866,58266.86667
Massimiliano Allegri,Livorno,ITALY,1967,Male,COACH,TEAM SPORTS,SPORTS,1747469,18868.43193,528276,60257.55172
Ellen Johnson Sirleaf,Monrovia,LIBERIA,1938,Female,POLITICIAN,GOVERNMENT,INSTITUTIONS,1747237,27224.10971,1021451,25322.27536
Pauleta,Ponta Delgada,PORTUGAL,1973,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1745220,9370.035497,534345,54538.125
Philip Neville,Bury,UNITED KINGDOM,1977,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1743573,11812.01775,1193937,52835.54545
Emmanuel Petit,Dieppe,FRANCE,1970,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1741710,7830.410227,689585,56184.19355
Allyson Felix,Los Angeles,UNITED STATES,1985,Female,ATHLETE,INDIVIDUAL SPORTS,SPORTS,1740251,66037.18267,1097187,66932.73077
Samantha Smith,Houlton,UNITED STATES,1972,Female,SOCIAL ACTIVIST,ACTIVISM,PUBLIC FIGURE,1739972,9118.712458,1361456,52726.42424
Claude Lelouch,Paris,FRANCE,1937,Male,FILM DIRECTOR,FILM AND THEATRE,ARTS,1739052,10476.89749,348044,59967.31034
Michaëlle Jean,Port-au-Prince,HAITI,1957,Female,JOURNALIST,LANGUAGE,HUMANITIES,1738223,17705.50264,1219582,49663.51429
Luis Aragonés,Madrid,Spain,1938,Male,COACH,TEAM SPORTS,SPORTS,1737863,22441.23115,629876,44560.58974
Martti Ahtisaari,Vyborg,Russia,1937,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1737829,27279.2948,588675,24476.46479
Jordi Cruyff,Amsterdam,NETHERLANDS,1974,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1736133,7536.645394,760385,62004.75
Georges Perec,Paris,FRANCE,1936,Male,WRITER,LANGUAGE,HUMANITIES,1734945,7290.861599,362474,54217.03125
Nouri al-Maliki,Hindiya,Iraq,1950,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1734118,11306.33029,822915,45634.68421
Leander Paes,Goa,India,1973,Male,TENNIS PLAYER,INDIVIDUAL SPORTS,SPORTS,1730242,20614.51386,1446603,61794.35714
Qaboos bin Said Al Said of Oman,Salalah,OMAN,1940,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1729553,13323.61332,645922,40222.16279
Miguel de la Madrid,Colima,MEXICO,1934,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1727306,17694.27541,230766,61689.5
Jim Clark,Kilmany,UNITED KINGDOM,1936,Male,RACECAR DRIVER,INDIVIDUAL SPORTS,SPORTS,1726421,8383.777139,922242,50777.08824
György Ligeti,Târn?veni,ROMANIA,1923,Male,COMPOSER,MUSIC,ARTS,1725520,4647.507931,738668,46635.67568
Germaine Greer,Melbourne,AUSTRALIA,1939,Female,WRITER,LANGUAGE,HUMANITIES,1724968,3752.536115,1456106,35936.83333
Isaac Bashevis Singer,Leoncin,POLAND,1902,Male,WRITER,LANGUAGE,HUMANITIES,1721078,4226.017752,630845,27318.69841
Daniel Van Buyten,Chimay,BELGIUM,1978,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1721044,15721.77562,659133,44129.33333
John Myung,Chicago,UNITED STATES,1967,Male,MUSICIAN,MUSIC,ARTS,1720719,4000.764868,943262,59335.13793
Simone Veil,Nice,FRANCE,1927,Female,POLITICIAN,GOVERNMENT,INSTITUTIONS,1720676,11742.53516,182399,66179.84615
Nikola Žigi?,Ba?ka Topola,Serbia,1980,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1720402,9788.899836,950387,47788.94444
Christian Karembeu,Lifou,NEW CALEDONIA,1970,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1716763,9573.379135,511094,66029.34615
Torsten Frings,Würselen,Germany,1976,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1716718,12617.36652,637314,44018.41026
David Pizarro,Valparaíso,CHILE,1979,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1716527,22135.39483,590367,59190.58621
John O'Shea,Waterford,IRELAND,1981,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1716472,13755.78456,1048617,37314.6087
Armin Mueller-Stahl,Sovetsk,Russia,1930,Male,ACTOR,FILM AND THEATRE,ARTS,1715036,8417.287437,667711,57167.86667
Daniel Libeskind,?ód?,POLAND,1946,Male,ARCHITECT,DESIGN,ARTS,1714114,6190.690891,756237,57137.13333
Benoît Mandelbrot,Warsaw,Poland,1924,Male,MATHEMATICIAN,MATH,SCIENCE & TECHNOLOGY,1713809,17739.11806,558884,31160.16364
Blanka Vlaši?,Split,CROATIA,1983,Female,ATHLETE,INDIVIDUAL SPORTS,SPORTS,1711721,30910.39605,627442,53491.28125
William Friedkin,Chicago,UNITED STATES,1935,Male,FILM DIRECTOR,FILM AND THEATRE,ARTS,1711689,10103.47585,1006555,65834.19231
Takuma Sato,Tokyo,JAPAN,1977,Male,RACECAR DRIVER,INDIVIDUAL SPORTS,SPORTS,1709467,9159.256444,352054,50278.44118
Paul Wolfowitz,New York,UNITED STATES,1943,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1708090,5825.759683,1190541,50237.94118
Vincenzo Montella,Castello di Cisterna,ITALY,1974,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1707932,19845.31639,494378,63256.74074
Niko Kranj?ar,Zagreb,CROATIA,1984,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1704867,12466.88565,951344,46077.48649
Joseph Kabila,Fizi Territory,,1971,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1704710,9618.657824,775155,39644.4186
Alexander Haig,Bala Cynwyd,UNITED STATES,1924,Male,MILITARY PERSONNEL,MILITARY,INSTITUTIONS,1703838,29783.07843,1290196,56794.6
Mohammad Khatami,Ardakan,Iran,1943,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1703811,15190.72874,865010,38722.97727
Carlos Bocanegra,Los Angeles,UNITED STATES,1979,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1700204,20252.50214,1198501,60721.57143
René Goscinny,Paris,FRANCE,1926,Male,COMIC ARTIST,DESIGN,ARTS,1699999,7827.241293,377111,44736.81579
Kurt Weill,Dessau,Germany,1900,Male,COMPOSER,MUSIC,ARTS,1699066,4378.83355,770605,43565.79487
Jean-Marc Ayrault,Maulévrier,France,1950,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1695421,80369.3987,216858,39428.39535
Fredrik Reinfeldt,Österhaninge,Sweden,1965,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1693786,10442.26552,550420,29715.54386
Chiang Ching-kuo,Fenghua,China,1910,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1693268,9302.941697,423056,60473.85714
John Heitinga,Alphen aan den Rijn,NETHERLANDS,1983,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1692905,12968.48907,786949,39369.88372
Robert K. Merton,Philadelphia,UNITED STATES,1910,Male,SOCIOLOGIST,SOCIAL SCIENCES,SCIENCE & TECHNOLOGY,1691717,7768.335891,1044640,65066.03846
Emilio Butragueño,Madrid,SPAIN,1963,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1691553,8041.79079,419343,51259.18182
Mitch Mitchell,Ealing,United Kingdom,1947,Male,MUSICIAN,MUSIC,ARTS,1688347,24866.49153,1111085,64936.42308
William Hanna,Melrose,UNITED STATES,1910,Male,FILM DIRECTOR,FILM AND THEATRE,ARTS,1688248,8554.958529,1084387,56274.93333
David Lean,Croydon,UNITED KINGDOM,1908,Male,FILM DIRECTOR,FILM AND THEATRE,ARTS,1685984,5636.689855,948281,41121.56098
Leighton Baines,Kirkby,UNITED KINGDOM,1984,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1684546,20569.55668,1234091,48129.88571
Adolf Dassler,Herzogenaurach,Germany,1900,Male,BUSINESSPERSON,BUSINESS,BUSINESS & LAW,1684354,7575.321012,787405,56145.13333
Zubin Mehta,Mumbai,India,1936,Male,CONDUCTOR,MUSIC,ARTS,1684325,9967.906567,946798,48123.57143
Aki Kaurismäki,Orimattila,FINLAND,1957,Male,FILM DIRECTOR,FILM AND THEATRE,ARTS,1682511,10354.76434,409751,54274.54839
Patrick Rafter,Mount Isa,AUSTRALIA,1972,Male,TENNIS PLAYER,INDIVIDUAL SPORTS,SPORTS,1681288,14457.70412,966574,45440.21622
Saparmurat Niyazov,Gypjak,TURKMENISTAN,1940,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1681104,4720.454098,873979,27559.08197
Lynn Margulis,Chicago,UNITED STATES,1938,Female,BIOLOGIST,NATURAL SCIENCES,SCIENCE & TECHNOLOGY,1679719,11209.96934,619196,57921.34483
Matt Busby,Bellshill,UNITED KINGDOM,1909,Male,COACH,TEAM SPORTS,SPORTS,1678879,14792.92982,1086151,49378.79412
Marco Di Vaio,Rome,ITALY,1976,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1678655,14109.46367,568956,57884.65517
Peter Zumthor,Basel,SWITZERLAND,1943,Male,ARCHITECT,DESIGN,ARTS,1677263,8146.253987,641018,57836.65517
Marco Hietala,Tervo,FINLAND,1966,Male,MUSICIAN,MUSIC,ARTS,1677059,3583.684463,638107,62113.2963
Daniela Hantuchová,Poprad,SLOVAKIA,1983,Female,TENNIS PLAYER,INDIVIDUAL SPORTS,SPORTS,1677007,15982.77222,894346,45324.51351
Peter Finch,London,UNITED KINGDOM,1916,Male,ACTOR,FILM AND THEATRE,ARTS,1676603,8842.132983,1059085,54083.96774
Carlo Cudicini,Milan,ITALY,1973,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1675969,7886.942081,867504,49293.20588
Toni Kuko?,Split,CROATIA,1968,Male,BASKETBALL PLAYER,TEAM SPORTS,SPORTS,1674447,9980.899738,1029201,54014.41935
Anwar Ibrahim,Cherok Tok Kun,Malaysia,1947,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1674411,24859.76903,1213048,64400.42308
Gregor Schlierenzauer,Innsbruck,Austria,1990,Male,SKIER,INDIVIDUAL SPORTS,SPORTS,1674154,28832.74773,183706,62005.7037
Arvydas Sabonis,Kaunas,LITHUANIA,1964,Male,BASKETBALL PLAYER,TEAM SPORTS,SPORTS,1673395,11470.75627,906132,59764.10714
Rosalynn Carter,Plains,United States,1927,Female,COMPANION,COMPANIONS,PUBLIC FIGURE,1673145,8192.733277,1265253,52285.78125
Kenenisa Bekele,Bekoji,ETHIOPIA,1982,Male,ATHLETE,INDIVIDUAL SPORTS,SPORTS,1672826,18378.38358,811686,42892.97436
Michel Hazanavicius,Paris,FRANCE,1967,Male,FILM DIRECTOR,FILM AND THEATRE,ARTS,1670389,65759.22987,562788,47725.4
Valon Behrami,Kosovska Mitrovica,Kosovo,1985,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1670049,14491.62645,631375,50607.54545
Alejo Carpentier,Lausanne,Switzerland,1904,Male,WRITER,LANGUAGE,HUMANITIES,1669631,7345.801663,268577,49106.79412
Andriy Voronin,Odessa,UKRAINE,1979,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1667925,16214.64526,885159,49056.61765
Juan Carlos Ferrero,Ontinyent,SPAIN,1980,Male,TENNIS PLAYER,INDIVIDUAL SPORTS,SPORTS,1665267,15143.35821,736293,39649.21429
Toše Proeski,Prilep,Republic of Macedonia,1981,Male,SINGER,MUSIC,ARTS,1665219,8176.223035,686511,48977.02941
Jerry Goldsmith,Los Angeles,UNITED STATES,1929,Male,COMPOSER,MUSIC,ARTS,1664059,4098.938499,924162,47544.54286
Sertab Erener,Istanbul,TURKEY,1964,Female,SINGER,MUSIC,ARTS,1663660,9087.131415,319216,44963.78378
V.S. Naipaul,Chaguanas,TRINIDAD AND TOBAGO,1932,Male,WRITER,LANGUAGE,HUMANITIES,1663620,7013.268615,1123204,24830.14925
Armand Traore,Châtenay-Malabry,France,1989,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1663475,15066.52168,807446,53660.48387
David Morse,Boston,UNITED STATES,1953,Male,ACTOR,FILM AND THEATRE,ARTS,1661996,9519.870195,150561,61555.40741
Arturo Pérez-Reverte,Cartagena,SPAIN,1951,Male,WRITER,LANGUAGE,HUMANITIES,1659337,6079.805729,285074,50282.93939
Elias Canetti,Ruse,Bulgaria,1905,Male,WRITER,LANGUAGE,HUMANITIES,1659193,4187.976282,345778,25924.89063
Najib Tun Razak,Kuala Lipis,MALAYSIA,1953,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1658760,26726.46134,843093,59241.42857
Jermaine Pennant,Nottingham,United Kingdom,1983,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1657147,8668.346367,1117787,59183.82143
Martin Amis,Swansea,UNITED KINGDOM,1949,Male,WRITER,LANGUAGE,HUMANITIES,1657001,5503.137583,1357139,61370.40741
Salvatore Quasimodo,Modica,ITALY,1901,Male,WRITER,LANGUAGE,HUMANITIES,1656767,13267.37604,131955,27612.78333
Eisaku Sato,Tabuse,JAPAN,1901,Male,POLITICIAN,GOVERNMENT,INSTITUTIONS,1656587,10553.8111,112667,36813.04444
Kieran Gibbs,Lambeth,UNITED KINGDOM,1989,Male,SOCCER PLAYER,TEAM SPORTS,SPORTS,1656494,11682.83818,1048119,50196.78788
Sezen Aksu,Sarayköy,TURKEY,1954,Female,SINGER,MUSIC,ARTS,1656428,6885.585898,315713,57118.2069
